,subject,path,gender,face_score1,s_uri,s_wiki_title,s_pop
20160,Kim Barnes Arico,85/35157385_1970-08-09_2013.jpg,female,3.1090166615136856,Q6408357,Kim_Barnes_Arico,85807.0
20161,Smith Hart,28/2180928_1948-11-28_2011.jpg,male,3.1089237552873343,Q7545169,Smith_Hart,577551.0
20162,Max Gazzè,34/36965434_1967-07-06_2009.jpg,male,3.108736805320143,Q3853042,Max_Gazzè,66033.0
20163,Stef Clement,15/12190915_1982-09-24_2013.jpg,male,3.1085552432553825,Q449139,Stef_Clement,19148.0
20164,István Gulyás,26/15255426_1931-10-13_1964.jpg,male,3.108536204645622,Q51066,István_Gulyás,14299.0
20165,Collin Chou,97/3737997_1967-08-11_2008.jpg,male,3.1084980112994227,Q338048,Collin_Chou,744451.0
20166,Eric J. Miller,97/28345097_1951-06-09_2010.jpg,male,3.108478718830893,Q5386787,Eric_J._Miller,6724.0
20167,Helen Gurley Brown,63/334263_1922-02-18_1964.jpg,female,3.108380969945105,Q254738,Helen_Gurley_Brown,464286.0
20168,John Ruiz,73/82673_1972-01-04_2001.jpg,male,3.1081838893968685,Q738706,John_Ruiz,1031089.0
20169,Anthony Field,55/641155_1963-05-08_2012.jpg,male,3.1081106770000977,Q4772506,Anthony_Field,2161276.0
20170,Stefen Wisniewski,49/28352149_1989-03-22_2014.jpg,male,3.108102612195462,Q3498017,Stefen_Wisniewski,450637.0
20171,Layes Abdullayeva,47/28684647_1991-05-29_2011.jpg,female,3.1079737773334206,Q459152,Layes_Abdullayeva,6852.0
20172,Paul Wulff,19/14659819_1967-02-25_2009.jpg,male,3.107723213297433,Q7154494,Paul_Wulff,104159.0
20173,Arturo Navarro,12/40586412_1989-03-14_2013.jpg,male,3.1073877149749887,Q5707377,Arturo_Navarro_García,
20174,Maurice Harkless,42/36190642_1993-05-11_2012.jpg,male,3.1073003540688933,Q29336,Maurice_Harkless,801186.0
20175,C. J. Anderson,42/40413742_1991-02-10_2014.jpg,male,3.107278778220216,Q14950251,C._J._Anderson,1550979.0
20176,Didier Queloz,33/1033433_1966-02-23_2012.jpg,male,3.1072681642687368,Q124013,Didier_Queloz,204176.0
20177,Sally Miller Gearhart,60/14827760_1931-04-15_2013.jpg,female,3.107061973644784,Q533778,Sally_Miller_Gearhart,122237.0
20178,Ellen White,91/26708491_1989-05-09_2011.jpg,female,3.106969130803892,Q1331898,Ellen_White,38167.0
20179,Hein Vergeer,55/12761455_1961-05-02_1985.jpg,male,3.106696023037658,Q74760,Hein_Vergeer,7485.0
20180,Cheikh M'Bengue,02/17694002_1988-07-23_2015.jpg,male,3.1061892211078246,Q60575,Cheikh_M'Bengue,78264.0
20181,Nikita Mikhalkov,22/712322_1945-10-21_2013.jpg,male,3.1061154102696875,Q55207,Nikita_Mikhalkov,536509.0
20182,Brian Wilson,64/4531664_1967-09-14_2005.jpg,male,3.1058901405142847,Q313013,Brian_Wilson,13959353.0
20183,Rob van Empel,92/37466692_1941-07-17_1962.jpg,male,3.105844457409624,Q7340684,Rob_van_Empel,1709.0
20184,Cüneyt Çakır,15/28978215_1976-11-23_2012.jpg,male,3.1058098306186945,Q321572,Cüneyt_Çakır,413853.0
20185,Maia Chiburdanidze,94/577694_1961-01-17_1984.jpg,female,3.10565489424882,Q232720,Maia_Chiburdanidze,191499.0
20186,Garner Ted Armstrong,58/340958_1930-02-09_1979.jpg,male,3.1056047886769167,Q5523623,Garner_Ted_Armstrong,265820.0
20188,Lucas Barrios,88/11694488_1984-11-13_2013.jpg,male,3.1055482680919453,Q154623,Lucas_Barrios,544111.0
20189,Pavel Nedvěd,05/616605_1972-08-30_2006.jpg,male,3.1052798841996085,Q171295,Pavel_Nedvěd,2749164.0
20190,Evgeny Sveshnikov,72/3141972_1950-02-11_2006.jpg,male,3.1052437246169813,Q675955,Evgeny_Sveshnikov,61050.0
20191,Will Clarke,97/32854797_1985-04-11_2011.jpg,male,3.105132756877817,Q8002750,Will_Clarke,3996.0
20192,Guillermo Morón,37/12796137_1926-02-08_2009.jpg,female,3.105052719922059,Q5616217,Guillermo_Morón,4967.0
20193,Kelly Killoren Bensimon,20/12772220_1968-05-01_2010.jpg,female,3.104855167902478,Q6386132,Kelly_Killoren_Bensimon,1261507.0
20194,Stefan Mücke,19/23446919_1981-11-22_2011.jpg,male,3.104633966113289,Q68329,Stefan_Mücke,29715.0
20195,Uwe Zötzsche,33/19187533_1960-09-15_1983.jpg,male,3.104414713253607,Q155287,Uwe_Zötzsche,4166.0
20196,Berny Boxem-Lenferink,36/41313636_1948-05-12_1972.jpg,female,3.10423229205483,Q2018841,Berny_Boxem-Lenferink,1170.0
20197,Zachary Stevens,14/5756014_1966-03-05_2014.jpg,male,3.10414105241853,Q139649,Zachary_Stevens,137309.0
20198,Laurent Robert,05/1590505_1975-05-21_2011.jpg,male,3.1038988093254885,Q454220,Laurent_Robert,350981.0
20199,Joe Bastianich,38/10697838_1968-09-17_2014.jpg,male,3.103813083142576,Q3808635,Joe_Bastianich,4270796.0
20200,Kyle Jarvis,53/24920753_1989-02-16_2013.jpg,male,3.103663049493453,Q6451209,Kyle_Jarvis,84617.0
20201,Ingrid Munneke-Dusseldorp,17/41591217_1946-04-24_1972.jpg,female,3.103559848273996,Q2451837,Ingrid_Munneke-Dusseldorp,991.0
20202,Michael Doleac,79/1695779_1977-06-15_2007.jpg,male,3.1032884458499157,Q2327974,Michael_Doleac,164639.0
20203,Víctor Ibarbo,74/17262374_1990-05-19_2012.jpg,male,3.1031383806022554,Q2117509,Víctor_Ibarbo,648909.0
20204,Jan Kirchhoff,84/21268484_1990-10-01_2013.jpg,male,3.103004253875718,Q573326,Jan_Kirchhoff,440143.0
20205,Harold Arlen,34/362134_1905-02-15_1960.jpg,male,3.1028569112053264,Q448644,Harold_Arlen,684016.0
20206,Yonas Kifle,83/6942383_1977-11-05_2009.jpg,male,3.1025494375115072,Q574716,Yonas_Kifle,8069.0
20207,Mina Markovič,81/39346481_1987-11-23_2010.jpg,female,3.1023461318639995,Q3314696,Mina_Markovič,21814.0
20208,Alan J. Pakula,31/837131_1928-04-07_1990.jpg,male,3.102157080383234,Q51519,Alan_J._Pakula,979609.0
20209,Arron Davies,46/7323946_1984-06-22_2013.jpg,male,3.1020772399133683,Q4796062,Arron_Davies,61389.0
20210,Wonderful Smith,32/19352832_1911-06-21_1947.jpg,male,3.1020203527081778,Q8031844,Wonderful_Smith,37906.0
20211,Onur Kıvrak,12/19771112_1988-01-01_2014.jpg,male,3.101856844394238,Q1372826,Onur_Kıvrak,75968.0
20212,Khaled Holmes,24/35773524_1990-01-19_2012.jpg,male,3.101598181887724,Q6399351,Khaled_Holmes,61907.0
20213,Ned Glass,97/17239897_1906-04-01_1963.jpg,male,3.1014546030447896,Q453549,Ned_Glass,360607.0
20214,Jakob Jantscher,61/23347461_1989-01-08_2012.jpg,male,3.101311127788001,Q689503,Jakob_Jantscher,54260.0
20215,Rúrik Gíslason,52/3295452_1988-02-25_2014.jpg,male,3.101199018857293,Q686620,Rúrik_Gíslason,310558.0
20216,Berden de Vries,41/44020841_1989-03-10_2015.jpg,male,3.10119766869558,Q2668295,Berden_de_Vries,2470.0
20217,Herbert O. Fisher,48/39679748_1909-03-06_1944.jpg,male,3.101155289218829,Q16012444,Herbert_O._Fisher,6212.0
20218,Dan Prestup,61/35022161_1984-11-13_2011.jpg,male,3.101136302242108,Q5214224,Dan_Prestup,6310.0
20219,Ana Radović,23/44955023_1990-07-15_2014.jpg,female,3.1011131591288064,Q20815741,Ana_Radović,1879.0
20220,Mustafa Yılmaz,19/39982719_1992-11-05_2012.jpg,male,3.101103595265418,Q14703323,Mustafa_Yılmaz,19307.0
20221,John Malkovich,31/175431_1953-12-09_2009.jpg,male,3.1010759539218884,Q172261,John_Malkovich,12869503.0
20222,Les Stubbs,70/8236470_1929-12-18_1955.jpg,male,3.1009842646919608,Q6530012,Les_Stubbs,6860.0
20223,Marc Miyake,70/27284270_1971-07-28_2015.jpg,male,3.100954204347697,Q6755616,Marc_Hideo_Miyake,5750.0
20224,Markus Kajo,88/5503488_1957-12-07_2008.jpg,male,3.1006535191265345,Q6771464,Markus_Kajo,9908.0
20225,Paul Hudak,13/31009313_1952-07-15_2013.jpg,male,3.1006210865194426,Q15432950,Paul_Hudak,32905.0
20226,André Kertész,45/360345_1894-07-02_1982.jpg,male,3.100516852952384,Q241754,André_Kertész,310440.0
20227,Ray Poat,61/20971461_1917-12-19_1948.jpg,male,3.100443418882687,Q7297962,Ray_Poat,3667.0
20228,George M. Whitesides,28/5573528_1939-08-03_2010.jpg,male,3.100433243675706,Q701501,George_M._Whitesides,195495.0
20229,Mordechai Rechtman,13/46730913_1926-05-16_2011.jpg,male,3.1003469651181783,Q6670871,Mordechai_Rechtman,5982.0
20230,Tessa Sanderson,70/940770_1956-03-14_2008.jpg,female,3.100310049415018,Q242413,Tessa_Sanderson,587304.0
20231,Pablo Helguera,58/45092558_1971-04-25_2015.jpg,male,3.100210689426459,Q18921883,Pablo_Helguera,20512.0
20232,Brandian Ross,57/35060557_1989-09-28_2012.jpg,male,3.100192760617001,Q3643654,Brandian_Ross,26846.0
20233,Buddy Lester,36/9536936_1917-01-16_1944.jpg,male,3.100126593858663,Q1001240,Buddy_Lester,137269.0
20234,Will Yun Lee,02/3301802_1971-03-22_2013.jpg,male,3.1000765497182305,Q974139,Will_Yun_Lee,2776397.0
20235,Olivia Price,35/41633235_1996-05-17_2013.jpg,female,3.0999754921654845,Q7088094,Olivia_Price,7243.0
20236,Sven Wollter,44/2562144_1934-01-11_2014.jpg,male,3.0999716977237832,Q2035589,Sven_Wollter,148104.0
20237,Rolando,12/11503512_1985-08-31_2015.jpg,male,3.0998753353024027,Q352239,Rolando,21699.0
20238,Sviatoslav Shevchuk,86/31286286_1970-05-05_2011.jpg,male,3.09983175077003,Q48767,Sviatoslav_Shevchuk,157361.0
20239,Bat for Lashes,68/7364668_1979-10-25_2008.jpg,female,3.099800226282247,Q810695,Bat_for_Lashes,891268.0
20240,Sally Seltmann,99/739899_1975-09-11_2010.jpg,female,3.0997741632234472,Q7405288,Sally_Seltmann,80775.0
20241,Morihiro Higashikuni,57/2120557_1916-05-06_1943.jpg,male,3.0995590661493027,Q3324086,Morihiro_Higashikuni,95072.0
20242,William Sharman,18/24230218_1984-09-12_2010.jpg,male,3.099542376445445,Q3568951,William_Sharman,25944.0
20243,Carlos Berlocq,19/4966419_1983-02-03_2015.jpg,male,3.099517601543203,Q440468,Carlos_Berlocq,76545.0
20244,Benjamin Radford,49/6953049_1970-10-02_2011.jpg,male,3.099466672508985,Q2896201,Benjamin_Radford,184787.0
20245,Sopubek Begaliev,87/30865287_1931-03-29_2000.jpg,male,3.099465577348324,Q1391232,Sopubek_Begaliev,11752.0
20246,Slavko Pregl,58/33766258_1945-09-09_2012.jpg,male,3.099281644855441,Q7539455,Slavko_Pregl,6193.0
20247,Juhan af Grann,31/2021931_1944-12-03_2012.jpg,male,3.0992571215984523,Q3621566,Juhan_af_Grann,11607.0
20248,Frank Lippmann,77/29154777_1961-04-23_1986.jpg,female,3.0992376793340224,Q314848,Frank_Lippmann,9001.0
20249,Miles Malleson,26/216126_1888-05-25_1950.jpg,male,3.0989226812222435,Q440360,Miles_Malleson,245476.0
20250,Foxy Flumere,31/25736731_1912-06-17_1943.jpg,male,3.0987840166877,Q5477321,Foxy_Flumere,3013.0
20251,Alexander Wennberg,95/34428195_1994-09-22_2014.jpg,male,3.098698619298192,Q4720354,Alexander_Wennberg,149698.0
20252,Harry Wu,11/1045211_1937-02-08_2011.jpg,male,3.098671657768375,Q700353,Harry_Wu,151407.0
20253,Barbara Pierre,37/19079937_1987-04-28_2012.jpg,female,3.0986093982399927,Q2750987,Barbara_Pierre,27714.0
20254,Ricardo Ernesto Montes i Bradley,25/16890625_1905-06-09_1952.jpg,male,3.0985664181782084,Q7322627,Ricardo_Ernesto_Montes_i_Bradley,4328.0
20255,Paul Ifill,52/2607752_1979-10-20_2009.jpg,male,3.0984747020350487,Q2000565,Paul_Ifill,108831.0
20256,Stark Sands,04/6169804_1978-09-30_2007.jpg,male,3.0983004076262106,Q291029,Stark_Sands,762489.0
20257,Ry Cooder,06/205506_1947-03-15_2009.jpg,male,3.098270571039964,Q318374,Ry_Cooder,2029487.0
20258,Abdessalam Benjelloun,02/4643802_1985-01-28_2009.jpg,male,3.0982530470046483,Q2273810,Abdessalam_Benjelloun,41244.0
20259,Jon Radoff,48/7118448_1972-09-17_2008.jpg,male,3.0982418399614087,Q6271424,Jon_Radoff,22432.0
20260,Déborah Anthonioz,44/26225844_1978-08-29_2010.jpg,female,3.098123329350233,Q292900,Déborah_Anthonioz,6943.0
20261,Carl Bernstein,49/309649_1944-02-14_2007.jpg,male,3.098031140016758,Q319967,Carl_Bernstein,2708727.0
20262,Eric Kaplan,67/9224767_1971-09-10_2009.jpg,male,3.097738423155694,Q3056308,Eric_Kaplan,139777.0
20263,Jeremy Gable,60/1127160_1982-05-10_2013.jpg,male,3.0976910769743844,Q16221741,Jeremy_Gable,31982.0
20264,Laurence Llewelyn-Bowen,94/304494_1965-03-11_2007.jpg,male,3.097655463791311,Q6500701,Laurence_Llewelyn-Bowen,1471917.0
20265,Andre Caldwell,99/2983799_1985-04-15_2012.jpg,male,3.097596886440117,Q4754748,Andre_Caldwell,303813.0
20266,Don Sutton,86/304686_1945-04-02_2008.jpg,male,3.0974618868649317,Q3035912,Don_Sutton,943392.0
20267,Alison Van Uytvanck,37/31800237_1994-03-26_2015.jpg,female,3.09736586305739,Q1976217,Alison_Van_Uytvanck,341311.0
20268,Gregory van der Wiel,25/10016225_1988-02-03_2012.jpg,male,3.097300263685132,Q201367,Gregory_van_der_Wiel,1302015.0
20269,Eileen Heckart,63/38563_1919-03-29_1956.jpg,female,3.097265566518078,Q239745,Eileen_Heckart,681687.0
20270,Gijs van Heumen,53/41833953_1952-07-23_1986.jpg,male,3.09723839027196,Q4016989,Gijs_van_Heumen,2016.0
20271,Kaan Ayhan,26/40717726_1994-11-10_2013.jpg,male,3.097143471601951,Q3191617,Kaan_Ayhan,247435.0
20272,Taryn Hemmings,54/37664254_1986-04-26_2015.jpg,female,3.0971116839620696,Q7686990,Taryn_Hemmings,27758.0
20273,Shigeru Miyamoto,82/79982_1952-11-16_2007.jpg,male,3.0970371679783657,Q12382,Shigeru_Miyamoto,5080146.0
20274,Jelle ten Rouwelaar,48/15627948_1980-12-24_2015.jpg,male,3.096833819698965,Q954193,Jelle_ten_Rouwelaar,21369.0
20275,Bunny Rugs,89/36945389_1948-02-06_2009.jpg,male,3.096719012184785,Q4997874,Bunny_Rugs,98207.0
20276,Alexander Shakalov,10/9372610_1982-03-26_2004.jpg,male,3.096575602730232,Q4519549,Alexander_Shakalov,3628.0
20277,Buddy Foster,28/36987328_1957-07-12_1970.jpg,male,3.0963381431226726,Q4984858,Buddy_Foster,858972.0
20278,Hugh Beaumont,29/1374729_1909-02-16_1956.jpg,male,3.0962023352763355,Q976165,Hugh_Beaumont,2295825.0
20279,Gilby Clarke,46/889446_1962-08-17_2012.jpg,male,3.0961788140464432,Q343304,Gilby_Clarke,694701.0
20280,Kazimir Tarman,10/35859210_1930-03-04_2010.jpg,male,3.095804724689357,Q5365,Kazimir_Tarman,1305.0
20281,Derrick Rodgers,46/10132046_1971-10-14_2002.jpg,male,3.095649260946371,Q5263083,Derrick_Rodgers,23422.0
20282,James E. Gunn,59/361159_1923-07-12_2005.jpg,male,3.095632464967192,Q715505,James_Gunn,11037846.0
20283,Jack Brabham,64/16564_1926-04-02_1966.jpg,male,3.095406249402483,Q2125,Jack_Brabham,804582.0
20284,Brooke Burke,34/21486834_1971-09-08_2004.jpg,female,3.095365164229375,Q439927,Brooke_Burke,3213092.0
20285,"Ralph Percy, 12th Duke of Northumberland",10/2031110_1956-11-16_1997.jpg,male,3.0952490217166053,Q6853506,"Ralph_Percy,_12th_Duke_of_Northumberland",993361.0
20286,Geneviève de Fontenay,89/8590589_1932-08-30_2010.jpg,female,3.0952324485099654,Q2266034,Geneviève_de_Fontenay,34422.0
20287,Dimal,84/29430984_1986-01-22_2012.jpg,male,3.095005782172896,Q121749473,Dimal,8226.0
20288,Darrell Stuckey,95/23411695_1987-06-16_2011.jpg,male,3.0948924566965017,Q5224719,Darrell_Stuckey,75716.0
20289,Charles Hawtrey,17/747917_1914-11-30_1960.jpg,male,3.094809020159049,Q5078848,Charles_Hawtrey,41883.0
20290,Michael Nesmith,93/20993_1942-12-30_2013.jpg,male,3.0948031992082194,Q954997,Michael_Nesmith,5169825.0
20291,Deiniol Graham,20/19781420_1969-10-04_2013.jpg,male,3.0948007812419487,Q5252470,Deiniol_Graham,26563.0
20292,Hristo Stoichkov,31/28714631_1966-02-08_2012.jpg,male,3.0942386461638,Q187125,Hristo_Stoichkov,2567191.0
20293,Chuck Connors,79/496779_1921-04-10_1974.jpg,male,3.094223240740292,Q705738,Chuck_Connors,6383230.0
20294,Eugenio Polgovsky,67/44742467_1977-06-29_2009.jpg,male,3.0940892284260597,Q18641815,Eugenio_Polgovsky,15417.0
20295,Irwin Rose,53/1043953_1926-07-16_2000.jpg,male,3.0940596208572693,Q230652,Irwin_Rose,58685.0
20296,Wolfgang Uhlmann,73/3454973_1935-03-29_1967.jpg,male,3.093990623553002,Q63303,Wolfgang_Uhlmann,40461.0
20297,Cesare Battisti,06/926106_1954-12-18_2009.jpg,male,3.093890036413745,Q394985,Cesare_Battisti,10065.0
20298,Rémi Biancardini,67/37723767_1992-08-12_2011.jpg,male,3.093740666174938,Q3455994,Rémi_Biancardini,3983.0
20299,Richard Johnson,31/3752631_1927-07-30_2008.jpg,male,3.093698520904261,Q400958,Richard_Johnson,34048.0
20300,Jessie Armstead,26/4136326_1970-10-26_2008.jpg,male,3.093668184968585,Q6187599,Jessie_Armstead,574255.0
20301,Pete Reiser,08/297408_1919-03-17_1948.jpg,male,3.09353087859536,Q7172213,Pete_Reiser,77739.0
20302,Neva Patterson,87/3306287_1920-02-10_1969.jpg,female,3.093442756507092,Q439216,Neva_Patterson,163770.0
20303,Carlos Martins,16/3719116_1982-04-29_2011.jpg,male,3.0930651419736046,Q5042341,Carlos_Martins,5942.0
20304,Lucky McKee,04/5148704_1975-11-01_2007.jpg,male,3.093007032605706,Q361727,Lucky_McKee,180863.0
20305,James Harrison,97/3640697_1978-05-04_2013.jpg,male,3.09300135318804,Q1680531,James_Harrison,49899.0
20306,Thelma Schoonmaker,93/2976893_1940-01-03_2010.jpg,female,3.092965231914783,Q166887,Thelma_Schoonmaker,835817.0
20307,Arik Einstein,02/3083902_1939-01-03_1979.jpg,male,3.09293648230744,Q509660,Arik_Einstein,140249.0
20308,Macky Carden,53/41319253_1944-02-12_1966.jpg,male,3.0927053522564205,Q16106579,Macky_Carden,1476.0
20309,Margaret Catley-Carlson,38/8717838_1942-10-06_2010.jpg,female,3.092549696951384,Q6759257,Margaret_Catley-Carlson,7030.0
20310,Pierre Allen,87/32740287_1987-11-18_2012.jpg,male,3.0924480217187256,Q3903427,Pierre_Allen,8980.0
20311,Evan Williams,84/1974084_1972-03-31_2013.jpg,male,3.0922778325692244,Q1171831,Evan_Williams,43040.0
20312,Louis Euzet,68/45695768_1923-07-27_2003.jpg,male,3.0920379537451805,Q19646648,Louis_Euzet,2676.0
20313,Richard Thompson,49/17651049_1985-06-07_2012.jpg,male,3.091973725732054,Q9054,Richard_Thompson,48006.0
20314,Matthew Whichelow,91/29410191_1991-09-28_2012.jpg,male,3.091788238600615,Q6791409,Matthew_Whichelow,17244.0
20315,Ludwig Wittgenstein,41/17741_1889-04-26_1947.jpg,male,3.0917870940447325,Q9391,Ludwig_Wittgenstein,4529819.0
20316,Omar Sívori,85/615785_1935-10-02_1956.jpg,male,3.091737445268187,Q220700,Omar_Sívori,373983.0
20317,Bobby Mimms,22/6887522_1963-10-12_2014.jpg,male,3.0917035784011797,Q888630,Bobby_Mimms,104479.0
20318,Robert Copeland,09/5606009_1981-05-26_2008.jpg,male,3.091586560796126,Q15378716,Robert_Copeland,21528.0
20319,John Medeski,52/1701252_1965-06-28_2007.jpg,male,3.0913318004962536,Q719672,John_Medeski,137291.0
20320,Cobi Jones,60/1004160_1970-06-16_2007.jpg,male,3.0912951031731306,Q464385,Cobi_Jones,874017.0
20321,Julien Fountain,18/24943418_1970-07-25_2014.jpg,male,3.091287993235712,Q6308704,Julien_Fountain,18136.0
20322,Armando Robles Godoy,68/28333668_1923-02-07_2006.jpg,male,3.0912690282605744,Q3269706,Armando_Robles_Godoy,12930.0
20324,Bode Miller,39/811839_1977-10-12_2011.jpg,male,3.091166255191733,Q2129,Bode_Miller,1802058.0
20325,Hew Strachan,05/1495605_1949-09-01_2013.jpg,male,3.0909873530113368,Q1750295,Hew_Strachan,125589.0
20326,Hal Prewitt,21/26847721_1954-10-01_2015.jpg,male,3.090844148366324,Q5640894,Hal_Prewitt,22951.0
20327,Kenny van Hummel,15/12972715_1982-09-30_2008.jpg,male,3.090839561817884,Q713503,Kenny_van_Hummel,8625.0
20328,Gheorghe Hagi,76/12276_1965-02-05_2008.jpg,male,3.090651855554276,Q189892,Gheorghe_Hagi,2623072.0
20329,Julian Reus,82/36297882_1988-04-28_2013.jpg,female,3.09055524068481,Q322491,Julian_Reus,36347.0
20330,Ade Akinbiyi,56/3482556_1974-10-10_2014.jpg,male,3.0905420798253385,Q353455,Ade_Akinbiyi,273378.0
20331,Benny Hester,51/2917251_1948-05-03_2013.jpg,male,3.090319437480839,Q4889994,Benny_Hester,62699.0
20332,Hisato Satō,10/6496810_1982-03-12_2004.jpg,male,3.0902746708449738,Q467214,Hisato_Sato,6024.0
20333,Oleg Romantsev,74/4745474_1954-01-04_2012.jpg,male,3.0902299011075924,Q433612,Oleg_Romantsev,44912.0
20334,Marcus Vick,81/1688781_1984-03-20_2005.jpg,male,3.090023136323897,Q14950787,Marcus_Vick,834277.0
20335,Albert Brooks,75/3075_1947-07-22_2011.jpg,male,3.0899912718704083,Q356303,Albert_Brooks,6068067.0
20337,Kenneth Ouriel,30/24440830_1956-10-21_2012.jpg,male,3.089752230054845,Q6390558,Kenneth_Ouriel,22450.0
20338,Oliver Sacks,94/169494_1933-07-09_2009.jpg,male,3.0897408148695904,Q258662,Oliver_Sacks,3475717.0
20339,Ossie Davis,91/741791_1917-12-18_2004.jpg,male,3.089622487368988,Q515632,Ossie_Davis,2177109.0
20340,Maksym Koval,62/25276462_1992-12-09_2010.jpg,male,3.089609621742341,Q109252425,Maksym_Koval,81246.0
20341,Dave Dryden,72/3544872_1941-09-05_1961.jpg,male,3.0893421221280786,Q3017159,Dave_Dryden,93189.0
20342,Miodrag Božović,51/15336751_1968-06-22_2015.jpg,male,3.0892491079047506,Q656141,Miodrag_Božović,129161.0
20343,Raúl L. Martínez,36/2249836_1949-03-06_2008.jpg,male,3.089235316369537,Q7296167,Raul_L._Martinez,10471.0
20344,Julian Curry,36/21452936_1937-12-08_2011.jpg,male,3.089162510039776,Q3811088,Julian_Curry,205436.0
20345,Richard Long,94/754694_1927-12-17_1970.jpg,male,3.089156256756703,Q397923,Richard_Long,17274.0
20346,George Porter,44/28355944_1992-06-27_2013.jpg,male,3.0890934519397293,Q106762,George_Porter,84525.0
20347,Daisuke Sasaki,84/36470684_1985-11-22_2010.jpg,male,3.088961925912624,Q5209657,Daisuke_Sasaki,48426.0
20348,Isabel Coixet,08/2935908_1960-04-09_2015.jpg,female,3.088895760789293,Q232273,Isabel_Coixet,217457.0
20349,Julia Whelan,38/6513538_1984-05-08_2008.jpg,female,3.088880212699129,Q723185,Julia_Whelan,254450.0
20350,Bob Byington,19/31710919_1971-04-29_2014.jpg,male,3.0887998209543213,Q4931990,Bob_Byington,28932.0
20351,Hannes Reichelt,97/14553797_1980-07-05_2011.jpg,male,3.088789820587297,Q696674,Hannes_Reichelt,35560.0
20352,T. J. McDonald,61/31797661_1991-01-26_2014.jpg,male,3.08876843490585,Q7668363,T._J._McDonald,188403.0
20353,Ricardo Moniz,16/10389816_1964-06-17_2011.jpg,male,3.088717536653384,Q264409,Ricardo_Moniz,140621.0
20354,Peter Keller,17/34617317_1961-06-22_1990.jpg,female,3.088690537011492,Q2076233,Peter_Keller,3847.0
20355,Hatem Ben Arfa,71/4309871_1987-03-07_2009.jpg,male,3.0886354163187093,Q1928,Hatem_Ben_Arfa,3162781.0
20356,Marcus Krüger,95/23170495_1990-05-27_2014.jpg,male,3.0886187439948376,Q1894251,Marcus_Krüger,114457.0
20357,Harry Diamond,81/38697881_1900-02-12_1940.jpg,male,3.0885937359259628,Q16784359,Harry_Diamond,8981.0
20358,Daniel Ellsberg,28/80128_1931-04-07_2014.jpg,male,3.088591991642137,Q431085,Daniel_Ellsberg,3079859.0
20359,Manuel Velázquez,04/9996804_1943-01-24_1973.jpg,male,3.0884908331377496,Q1367175,Manuel_Velázquez,27333.0
20360,Ulf Andersson,60/499860_1951-06-27_1971.jpg,male,3.088424688761205,Q434364,Ulf_Andersson,71831.0
20361,Zbigniew Zapasiewicz,84/14245584_1934-09-13_2008.jpg,male,3.0883295257166785,Q168199,Zbigniew_Zapasiewicz,18042.0
20362,Brent Hawkes,53/1305853_1950-06-02_2006.jpg,male,3.088199665127106,Q4961419,Brent_Hawkes,55907.0
20363,Demy de Zeeuw,43/6616343_1983-05-26_2011.jpg,male,3.088173733771848,Q214453,Demy_de_Zeeuw,221287.0
20364,Karekin II,96/2303396_1951-08-21_2012.jpg,male,3.088094425633427,Q270978,Karekin_II,142267.0
20365,Karolyn Grimes,91/3259791_1940-07-04_1946.jpg,female,3.0879491453738472,Q6373213,Karolyn_Grimes,903214.0
20366,Gunnar von Heijne,33/24513333_1951-06-10_2012.jpg,male,3.087939850485033,Q5619162,Gunnar_von_Heijne,10327.0
20367,Justin Lester,45/35745645_1983-09-30_2012.jpg,male,3.087939643677596,Q26869212,Justin_Lester,4368.0
20368,Lee Tomlin,95/12331795_1989-01-12_2012.jpg,male,3.087776677497849,Q3397610,Lee_Tomlin,529888.0
20369,Jaap Stam,07/754207_1972-07-17_2006.jpg,male,3.0876872869913043,Q216917,Jaap_Stam,2435560.0
20370,Tsuyoshi Ihara,39/12789939_1963-11-06_2007.jpg,male,3.087313072515352,Q1143714,Tsuyoshi_Ihara,199681.0
20371,Xu Ming,37/9350637_1981-01-18_2009.jpg,male,3.0872450913174845,Q11070690,Xu_Ming,103795.0
20372,Bill Carlisle,83/15468983_1908-12-19_1970.jpg,male,3.0871920263777115,Q861994,Bill_Carlisle,60891.0
20373,Nassar,92/5322492_1958-03-05_2010.jpg,male,3.0869525983273958,Q37043478,Nassar,1534083.0
20374,Lee Jee-young,58/9702658_1985-12-02_2009.jpg,female,3.086860938398046,Q3176378,Lee_Jee-young,7772.0
20375,Ava Helen Pauling,12/14812512_1903-12-24_1948.jpg,female,3.0868308549825927,Q4827386,Ava_Helen_Pauling,108373.0
20376,Marianne Moore,07/177707_1887-11-15_1948.jpg,female,3.086794858396832,Q278495,Marianne_Moore,316826.0
20377,Gregory Siff,27/19586727_1977-12-21_2013.jpg,male,3.086695129837268,Q3116277,Greg_Siff,17451.0
20378,Johan Mjällby,70/2921070_1971-02-09_2014.jpg,male,3.086595160687748,Q349848,Johan_Mjällby,155448.0
20379,Rudolph Cartier,10/875310_1904-04-17_1990.jpg,male,3.0865763289174124,Q113835,Rudolph_Cartier,32644.0
20380,Planet Asia,62/4029962_1976-10-24_2005.jpg,male,3.0864757201309847,Q1365718,Planet_Asia,209549.0
20381,Miguel Ángel Silvestre,81/19291181_1982-04-06_2008.jpg,male,3.0863871915465477,Q3109431,Miguel_Ángel_Silvestre,2831827.0
